101.5, -69.0, -69.4439547804
97.5, -57.0, -69.4439547804
115.5, -107.0, -69.4439547804
115.5, -107.0, -69.4439547804
30.5, 99.0, 123.690067526
30.5, 107.0, 123.690067526
25.5, 116.0, 123.690067526
-177.5, -376.699981689, 180.0
-188.5, -376.699981689, 180.0
-205.5, -376.699981689, 180.0
-238.5, -371.699981689, 0.0
66.5, 48.3000221252, 18.4349488229
129.5, 69.3000183105, -153.434948823
-269.5, -372.0, 0.0
-257.5, -372.0, 0.0
-221.5, -366.0, 0.0
-201.5, -367.0, 0.0
-140.5, -371.0, 174.289406863
-161.5, 387.0, 97.1250163489
-541.5, 21.0, 90.0
-421.5, 251.0, -153.434948823
