87.8996582031, -44.2997055054, -70.4275593096
94.799118042, -57.8991508484, -70.4275593096
97.4989318848, -66.6988601685, -70.4275593096
100.898681641, -75.6986999512, -70.4275593096
104.998336792, -87.0980453491, -70.4275593096
109.09803772, -98.8972320557, -70.4275593096
46.8972663879, 61.2036705017, 109.573485643
42.9972648621, 72.2034072876, 109.573485643
37.7972640991, 82.4030532837, 109.573485643
32.497341156, 96.60206604, 109.573485643
26.1972427368, 110.201118469, 109.573485643
19.997133255, 132.200119019, 109.573485643
14.697095871, 146.300979614, 109.573485643
17.197095871, 139.500564575, 109.573485643
5.49700832367, 172.201263428, 109.573485643
0.897008478642, 181.601272583, 109.573485643
0.497008353472, 188.101272583, 109.573485643
-8.30296802521, 208.401260376, 109.573485643
-11.402973175, 215.401260376, 109.573485643
-68.5028762817, -152.499130249, 26.5650511771
-68.5028762817, -151.099014282, 26.5650511771
-68.5028762817, -149.498886108, 26.5650511771
-43.4028892517, -144.398574829, 26.5650511771
-30.7029724121, -138.798233032, 26.5650511771
-17.8027801514, -132.297836304, 26.5650511771
-9.00270938873, -131.89781189, 26.5650511771
1.69729399681, -126.597572327, 26.5650511771
7.4972782135, -122.897567749, 26.5650511771
7.4972782135, -121.797569275, 26.5650511771
30.1972160339, 121.50050354, -69.9288463758
32.5972061157, 113.50050354, -69.9288463758
34.7971687317, 112.800506592, -69.9288463758
35.897151947, 109.900505066, -69.9288463758
36.3971443176, 107.00050354, -69.9288463758
37.7971229553, 102.900505066, -69.9288463758
39.6970825195, 98.9004974365, -69.9288463758
41.8970298767, 91.3004989624, -69.9288463758
42.9969978333, 90.0004959106, -69.9288463758
44.8969192505, 82.1004867554, -69.9288463758
48.5967826843, 74.2004928589, -69.9288463758
50.6966972351, 68.8004989624, -69.9288463758
53.296585083, 61.1004981995, -69.9288463758
