284.163655485, -61.4609985528, -90.0
284.601542918, -70.3682344428, -90.0
235.850075348, -94.8996382055, 135.0
217.020915717, -84.2401591896, 135.0
199.359455909, -67.0097684515, 135.0
193.374994321, -59.1246743849, 135.0
84.9248733485, 27.6113603473, 90.0
89.8875975922, 59.2977568741, 45.0
112.657744122, 81.2007959479, 20.0
137.763290296, 81.0547756874, -20.0
154.986862671, 69.665195369, -45.0
147.980663739, 124.568813314, 0.0
161.117286737, 123.25463097, 0.0
172.940247435, 123.40065123, 0.0
83.7571735265, -48.3191751085, 0.0
93.6826220139, -28.6064399421, 120.0
-7.0314876375, -114.466353111, 60.0
-3.96627560463, -96.6518813314, 90.0
-64.1028164399, -63.5052821997, 20.0
-57.5345049409, -58.6866136035, 0.0
-36.2239831886, -33.4251085384, -90.0
-34.3264709778, -41.7482633864, -90.0
-36.0780207109, -47.0049927641, -90.0
-91.1058748247, -13.12829233, 179.0
-97.8201488015, -15.0265557164, 179.0
-104.534422778, -12.836251809, 179.0
-140.587154784, 83.2450795948, 0.0
-130.953631252, 87.6256874096, 45.0
285.185392829, -28.7524602026, -90.0
85.216798304, -0.862590448625, 90.0
-14.6215364808, -131.84276411, 60.0
-78.5531017378, -75.0408827786, 45.0
-34.6183959333, -15.3185962373, -90.0
-63.8108914844, -15.1725759768, 179.0
121.123567832, 127.489218524, 20.0
-172.406974935, 99.0152677279, -60.0
