285.623280263, -61.4609985528, -90.0
286.061167696, -70.3682344428, -90.0
234.81796477, -95.9321573693, 135.0
215.988805139, -85.2726783534, 135.0
198.327345331, -68.0422876154, 135.0
192.342883743, -60.1571935488, 135.0
83.465248571, 27.6113603473, 90.0
88.855487014, 60.3302760379, 45.0
112.158523046, 82.5729375606, 20.0
138.262511372, 82.4269173001, -20.0
156.018973249, 70.6977145329, -45.0
147.980663739, 126.029015919, 0.0
161.117286737, 124.714833575, 0.0
172.940247435, 124.860853835, 0.0
183.303583356, 125.152894356, 0.0
83.7571735265, -46.8589725036, 0.0
93.3803238245, -43.3441089114, 45.0
94.8503218359, -37.0756150507, 90.0
92.4185498765, -29.3365412446, 120.0
-8.29555977486, -113.736251809, 60.0
-5.42590038219, -96.6518813314, 90.0
-64.6020375156, -62.133140587, 20.0
-57.5345049409, -57.2264109986, 0.0
-34.7643584111, -33.4251085384, -90.0
-32.8668462002, -41.7482633864, -90.0
-34.6183959333, -47.0049927641, -90.0
-91.1313487896, -14.5882725389, 179.0
-97.8456227664, -16.4865359253, 179.0
-104.559896743, -14.296232018, 179.0
-159.792868205, 86.3694643334, -20.0
-150.366640794, 83.8291606368, 0.0
-140.587154784, 84.7052821997, 0.0
-131.98574183, 88.6582065734, 45.0
-126.671129235, 95.3647612156, 60.0
