37.5, 88.0, 101.309932474
27.5, 115.0, 101.309932474
19.5, 139.0, 101.309932474
10.5, 84.0, 101.309932474
-29.5, 180.0, 101.309932474
-73.5, 55.0, 101.309932474
-71.5, 59.0, 108.434948823
-97.5, 219.0, -161.565051177
-342.5, 279.0, -161.565051177
-339.5, 284.0, 110.55604522
-423.5, 252.0, 26.5650511771
-497.5, 207.0, 90.0
132.5, -123.0, 90.0
138.5, -128.0, 108.434948823
38.5, -409.0, 108.434948823
47.5, -406.0, 108.434948823
35.5, -408.0, 20.5560452196
-132.5, -376.0, 172.874983651
-136.5, -266.0, 172.874983651
-136.5, -266.0, 172.874983651
-139.5, -278.0, -90.0
439.5, -208.0, -143.130102354
