4.69994878769, 25.4999046326
8.29994869232, 25.4999046326
26.5998916626, 7.4998922348
26.5998916626, 3.299888134
24.1998920441, -5.10011148453
24.1998920441, -8.70011043549
7.99987220764, -42.8999786377
4.69986820221, -42.8999786377
-3.10013175011, -42.8999786377
-6.40013170242, -42.8999786377
-24.7000770569, -8.99997329712
-24.7000770569, -8.99997329712
-25.6000728607, 5.10003042221
-12.7000751495, 22.499994278
-7.90006637573, 23.9999828339
4.09993839264, 25.4999752045
8.59993934631, 25.4999694824
-9.40006732941, 122.099761963
-5.50006198883, 122.099761963
2.29993915558, 122.099761963
5.59993886948, 122.099761963
14.2999401093, 129.299758911
14.899939537, 136.199813843
5.89992046356, 143.699813843
1.9999178648, 143.699813843
-5.50008249283, 143.699813843
-10.0000829697, 143.699813843
-17.2000789642, 136.199707031
-17.2000789642, 128.99961853
-9.10006713867, 190.499603271
-5.8000626564, 190.499603271
2.89993882179, 190.499603271
6.19993877411, 190.499603271
8.89993953705, 193.499603271
8.89993953705, 196.799606323
-11.2000665665, 196.799484253
-11.2000665665, 193.199295044
-51.9998168945, 189.599075317
-78.0997924805, 144.597610474
-74.1997451782, 144.597610474
-84.9997634888, 144.597610474
-88.2997665405, 144.597610474
-95.7997665405, 137.997528076
-95.7997665405, 129.89743042
-87.999458313, 122.697242737
-84.0993804932, 122.697242737
-77.7992782593, 122.697242737
-74.1992263794, 122.697242737
-65.4991378784, 130.497253418
-66.6991500854, 137.397277832
-141.699188232, 103.49647522
-145.599227905, 103.796463013
-145.599121094, 71.6958084106
-150.699142456, 71.3958053589
-149.199127197, 60.8957328796
-145.599090576, 60.8957328796
-139.599014282, 60.5956611633
-142.299026489, 41.3956489563
-127.598777771, 48.5955123901
-129.398788452, 45.8954963684
-143.798812866, 5.69550085068
-150.69883728, 5.09549999237
-136.898681641, -0.00450140004978
-136.898681641, -3.60450005531
-143.198730469, -8.4045009613
-150.698745728, -9.00450134277
-96.9976348877, -135.00428772
-96.097618103, -142.504302979
-85.2973403931, -126.90410614
-88.8973388672, -126.904098511
-77.7971496582, -126.904098511
-74.1971054077, -126.904098511
-66.9970321655, -134.104110718
-66.9970321655, -141.90411377
-74.4971084595, -148.804107666
